#	Greeting 1	Greeting 2	Notes	Owner
1	Ich bin Lord Markham, der Wohltäter, der das Schloß stiftet, das als Preis bei diesem Wettbewerb aussteht.	Schön Euch wiederzusehen, wie geht die Suche vorwärts?		Markham
63	[Frederick schnellt hoch] Niemand darf passieren! [er blinzelt und reibt sich die Augen] Oh. Ihr seid das. Tut mir leid, ich dachte, Ihr wärt jemand anderes. Wie läuft das Schurken - Geschäft?	[Frederick schnellt hoch] Niemand darf passieren! [er blinzelt und reibt sich die Augen] Oh. Ihr seid das. Tut mir leid, ich dachte, Ihr wärt jemand anderes. Wie läuft das Schurken - Geschäft?	Black Knight	Frederick Og
64	[Lysander lüftet seinen Hut und verbeugt sich tief] Meine Hochachtung! Ich bin Lysander Süß und bin damit beauftragt, Ranger zu Jägern zu befördern. Ich habe einen Auftrag für Euch, wenn Ihr meint, daß Ihr das schaffen könnt. Er sollte eigentlich sehr lehrreich sein!	Die Herren von Harmondale sind zurück! Ich fühle mich geehrt. Was wünscht Ihr, meine Herren?	Normal	Lysander Sweet
65	Mit Eurer guten Arbeit habt Ihr dem Wald einen großen Dienst erwiesen. Und ich kann sehen, daß diese Erfahrung Euch auch weiter gebracht hat. Möget Ihr auch weiterhin die Früchte Eurer guten Taten ernten, meine Freunde!	Mit Eurer guten Arbeit habt Ihr dem Wald einen großen Dienst erwiesen. Und ich kann sehen, daß diese Erfahrung Euch auch weiter gebracht hat. Möget Ihr auch weiterhin die Früchte Eurer guten Taten ernten, meine Freunde!	Ranger Lord	Lysander Sweet
66	Hmmm. Faßt Euch kurz! Ihr seht für mich wie Zeitverschwender aus. Es gibt nichts schlimmeres. Wißt Ihr, als ich noch ein Junge war, haben meine Erzieher auch nicht zugelassen, daß irgendjemand herumlungert. Es gab auch keine Faulpelze. [Ebednezer schielt und neigt sich Euch zu] Ihr seid doch nicht welche von denen, oder? Faulpelze? Mit Faulpelzen rede ich nämlich nicht.	Meine Zeit! Jeder verschwendet meine Zeit! [Ebednezer murmelt eine Zeit lang wirres Zeug] Ihr seid ja immer noch da!	Normal	Ebednezer Sour
67	Kopfjäger. [Ebednezer lächelt langsam und verschlagen] DAS ist mal ein anständiger Beruf! Jawohl. Ihr erledigt Eure Angelegenheiten bestimmt ohne langes Fackeln, ich bin mir sicher. Heh.	Kopfjäger. [Ebednezer lächelt langsam und verschlagen] DAS ist mal ein anständiger Beruf! Jawohl. Ihr erledigt Eure Angelegenheiten bestimmt ohne langes Fackeln, ich bin mir sicher. Heh.	Bounty Hunter	Ebednezer Sour
68	[Der kleine König verbeugt sich] Willkommen in meinem Reich, Sterbliche! Nur wenige erreichen die Tür und dafür lobe ich Euch. Doch jetzt, wo Ihr in der Festung der Feen seid, solltet Ihr wissen, daß nur wenige wieder zurückkehren, die es gewagt haben, einzutreten.	Sterbliche! Ihr habt einen Eingang gefunden, aber findet Ihr auch wieder heraus? [der König lacht] Verzweigt der Weg und trügerisch der Pfad! Bleibt lieber und macht mit bei unserem Tanz! Die Jahrhunderte vergehen wirklich wie ein fauler Sonntag - Nachmittag!	Normal	Faerie King
69	Ah, Reisende. [der Baum spricht SEHR langsam] Wie. Geht. Es. Euch. Heute? Die Bäume sind in Aufruhr. Erzürnt. Das Herz des Waldes ist von Wurzellosen gestohlen worden. Die Wurzellosen werden mit Blut dafür bezahlen, bis das Herz zurück ist.	Seid Ihr die Wurzellosen, mit denen ich gerade sprach? Ihr seht für mich alle gleich aus. Aber ich unterhalte mich gerne. Habt Ihr Zeit? Laßt. Mich. Euch. Meine. Vorfahren. Aufzählen. [der Baum seufzt glücklich und fängt an] Blattspitze. Der. Vater. Von. Braunrinde. Der. Ist. Der. Vater. Von. Dreiäste. Der. Ist...[Blah, blah blah]	Normal	Oldest Tree
70	Die Bäume sprechen von Wurzellosen, die uns unser Herz wiederbringen wollen. Ich hoffe, sie schaffen es. Die Wurzellosen nehmen sich so viel.	Seid Ihr die Wurzellosen, mit denen ich gerade sprach? Ihr seht für mich alle gleich aus. Aber ich unterhalte mich gerne. Habt Ihr Zeit? Laßt. Mich. Euch. Meine. Vorfahren. Aufzählen. [der Baum seufzt glücklich und fängt an] Blattspitze. Der. Vater. Von. Braunrinde. Der. Ist. Der. Vater. Von. Dreiäste. Der. Ist...[Blah, blah blah]	On the Ranger Lord quest	Oldest Tree
71	Ohhhhh…die Wurzellosen aus dem Süden. Ich erinnere mich an Euch! Ihr habt das Herz zurück gebracht. Die Bäume sind sehr glücklich und versprachen schon, keine Wurzellosen mehr zu töten. Kommt mich jederzeit besuchen...dann können wir uns unterhalten.	Ohhhhh…die Wurzellosen aus dem Süden. Ich erinnere mich an Euch! Ihr habt das Herz zurück gebracht. Die Bäume sind sehr glücklich und versprachen schon, keine Wurzellosen mehr zu töten. Kommt mich jederzeit besuchen...dann können wir uns unterhalten.	Finished the Heart quest	Oldest Tree
72	[Die Hohepriesterin Gotteslicht lächelt und neigt Ihr Haupt] Möge das Sonnenlicht enthüllen, meine Herren. Wie darf ich Euch helfen?	[Die Hohepriesterin Gotteslicht lächelt und neigt Ihr Haupt] Möge das Sonnenlicht enthüllen, meine Herren. Wie darf ich Euch helfen?	Normal	Rebecca Devine
73	Möge das Sonnelicht strahlen, meine Priester - Freunde. Ich bin so stolz, Euch als Mitgläubige zu haben!	Möge das Sonnelicht strahlen, meine Priester - Freunde. Es ist mir immer eine Freude, Euch zu sehen!	Priest of Light	Rebecca Devine
74	[Hohepriester Falk verneigt sich und schlägt die Hände zusammen] Mögen Euch die Schatten verhüllen, edle Herren. Wie kann ich zu Diensten sein?	[Hohepriester Falk verneigt sich und schlägt die Hände zusammen] Mögen Euch die Schatten verhüllen, edle Herren. Wie kann ich zu Diensten sein?	Normal	Daedalus Falk
75	Mögen Euch die Schatten verhüllen, Brüder. Meine Anerkennung zur Beförderung zu Priestern der Finsternis.	Mögen Euch die Schatten verhüllen, Brüder. Meine Zeit sei die Eure.	Priest of Dark	Daedalus Falk
76	Thomas Grey, zu Euren Diensten!  [Der Zauberer verneigt sich kurz, lächelt und streckt die Hände aus] 	[Thomas Grey zeigt ein sonderbares Lächeln und verschränkt die Arme] Ich bin noch immer zu ihren Diensten, meine Herren!	Normal	Thomas Grey
77	Meine verehrten Erzmagier, es gibt nur wenige Lebewesen, die diesen Rang erreichen. Meinen Glückwunsch!	Ich fühle mich durch die Gunst Eurer Anwesenheit geehrt, meine Herren.	Archmage	Thomas Grey
78	[Der Lich starrt Euch eine Weile an, bevor er spricht] Wer wagt es, mich zu stören? Sterbliche Herren?   Hmmph. Euer Rang spielt keine Rolle, sobald die Pforte des Todes durchschritten wurde.	Warum besteht Ihr darauf, mich zu belästigen? [Die Augen des Liches flackern kurz in einem hellen Rot] 	Normal	Halfgild Wynac
79	Der Tod…[Die Stimme des Liches ist heiser und zitternd] ist nicht so schlecht, wenn man ihn ein- oder zweimal erfahren hat. Das Leben war immer schmerzvoller für mich. Gefällt Euch Euer neuer Rang?	Warum besteht Ihr darauf, mich zu belästigen? [Die Augen des Liches flackern kurz in einem hellen Rot] 	Lich	Halfgild Wynac
80	Schönes Wetter, nicht wahr? Es ist ein Segen, in dieser Gegend zu leben und milde Götter zu beschwichtigen. Habt Ihr in letzter Zeit etwas geopfert?	Das Glück scheine Eurem Weg, edle Herren. Sucht Ihr heute meinen Rat?	Normal	Anthony Green
81	Ich freue mich, daß ich das Aufstiegsritual an Euch vollziehen konnte, weil Ihr tapfer die Toten zur Ruhe gebettet habt. Die Welt dreht sich nun ein bischen leichter.	Das Glück scheine Eurem Weg, edle Herren. Sucht Ihr heute meinen Rat?	Arch Druid	Anthony Green
82	Edle Herren von auswärts! Meine Vertraute sagte, sie könne die Erde der Länder in Übersee an Euch riechen. Mein Name ist Tor Anwyn, Anführer der Hexer von Nighon, allerdings nicht König von Nighon. Dieser Titel gehört jemand anderem. Schön, Euch zu treffen.	Ein Vergnügen und eine Ehre, edle Herren. Seid Ihr geschäftlich oder zum Vergnügen hier?	Normal	Tor Anwyn
83	Glückwunsch zu Eurer Beförderung zum Hexer! Nur wenige bestehen die Prüfung und finden einen passenden Vertrauten. Ich bin sehr erfreut, daß Ihr erfolgreich wart.	Ein Vergnügen und eine Ehre, edle Herren. Seid Ihr geschäftlich oder zum Vergnügen hier?	Warlock	Tor Anwyn
84	Ich gehorche Eurem Befehl, Meister.	Ich gehorche Eurem Befehl, Meister.	Possible Golem explanation	Golem
85	Ah, die neuen Herren! Bitte verzeiht den Zustand des Schlosses--es ist schon eine Weile her, daß sich jemand darum gekümmert hat. Ich hätte Euch ja innerhalb der Mauern begrüßt, aber dort sind Goblins. Eine kleine Gruppe von ihnen hat sich hier eingenistet. Ich forderte sie auf, zu verschwinden, aber sie wollten nicht hören. Man könnte gar sagen, daß sie eher rüde waren. Vielleicht könntet Ihr ... mit ihnen reden? Ich werde in der Taverne hier in Harmondale warten, bis Ihr sie 'überzeugt' habt, zu gehen.	Da sind noch immer Goblins im Schloß, meine Herren. Ich hoffe, ihr versteht, daß ich hier warte, bis Ihr sie überzeugt habt, zu gehen, auf die eine oder andere Weise.	Kill the goblins	Butler
86	Ihr habt gerufen, edle Herren?	Ihr habt gerufen, edle Herren?	Goblins are killed	Butler
87	So. Die Herren von Harmondale, ja?  Ich bin König Hothfarr IX, Herrscher von Steinstadt. Was wollt Ihr?	Schon wieder da? Ich habe nicht viel Zeit für [haha!] Wettbewerber. Erklärt Euer Begehr und dann geht. Mein Hof ist beschäftigt.	Normal	Dwarf King
88	Willkommen, Harmondale! Steinstadt steht zu Eurer Verfügung.	Willkommen, Harmondale! Steinstadt steht zu Eurer Verfügung.	Rescued all the dwarves	Dwarf King
89	Flieht! Steinschlangen sind gerade ... ehm ... was? 	Danke für meine Rettung. Ich stehe zu Diensten!	Normal	Dwarf Engineer
90	Ahhhhh!  Hilfe!  Sie wollen m... mich? Was ist geschehen? Wer seid Ihr?	Danke für meine Rettung. Ich stehe in Eurer Schuld.	Normal	Dwarf Prisoner
91	[Lady Ellen macht höfisch einen Knicks]  Ich bin Ellen Rockway.  Ich vertrete Erathia in Staatsangelegenheiten. Ich werde, mit Eurer Erlaubnis, für die Dauer Eurer Herrschaft an Eurem Hof bleiben.	Ja, edle Herren? Worüber wollt Ihr sprechen?	Normal	Ellen Rockway
92	Seid gegrüßt. Ich bin Alain Hani, Botschafter von Avlee. Ich spreche für mein Land und mein Wort ist bindend für Avlee. Ich stehe jederzeit zur Verfügung für jedwedes Geschäft, das Ihr tätigen wollt.	Avlee hört Euch zu, edle Herren.	Normal	Alain Hani
93	Lord Markham berichtete mir, daß Ihr die neuen Herren von Harmondale seid. Willkommen im Hochadel. Nun, warum habt Ihr um eine Audienz ersucht?	Ich bin sehr beschäftigt. Dies ist hoffentlich kein reiner Freundschaftsbesuch.	Normal	Queen Catherine
94	Ah, Harmondale. Bevor wir anfangen, möchte ich sagen, daß Ihr den falschen Gefangenen aus Avlee mitbrachtet und ich das bemerkt habe. Eine verblüffende Ähnlichkeit! Ich sollte Euch hinrichten lassen, aber der Krieg ist vorbei und das wäre ein schlechtes Benehmen. Bedenkt jedoch, Euer Verrat wurde ... zur Kenntnis genommen.	Ich bin sehr beschäftigt. Dies ist hoffentlich kein reiner Freundschaftsbesuch.	Betrayed me	Queen Catherine
95	So, Harmondale hat neue Herren. Mal wieder. Also gut, [König Parson schaut zu seinem Schreiber] wir sollten besser ihre Namen aufschreiben, bevor die Geschichte kurz zwinkert und sie vergißt, nicht wahr? Ha ha ha! [Ahem] Ja. Na gut, Ihr habt gewiß Gründe, mich aufzusuchen, richtig?	Harmondale schon wieder, hmmm? Macht schnell, meine Geduld hat Grenzen.	Normal	ElfKing
96	"Ihr schon wieder? Ihr solltet wissen, daß ich kürzlich mit meinen Generälen sprach, warum der Angriff auf Fort Riverstride ein solcher Fehlschlag war, als jemand meines Beraterstabes bemerkte, daß die Fallen auf der Karte, die IHR uns gabt, an den falschen Plätzen verzeichnet waren! [Der König lacht in sich hinein und lächelt] Stellt Euch vor, wie erleichtert meine Generäle waren, daß es nicht Inkompetenz sondern Verrat war, was 74 Elfen das Leben kostete! Hahahahaha! [König Parson schlägt sich auf die Knie, beendet dann abrupt sein Gelächter und starrt Euch an]

Ich würde Euch alle hinrichten lassen, aber der Krieg ist vorüber. Im Interesse der Freundschaft dürft Ihr weiterleben. Noch."	Harmondale schon wieder, hmmm? Macht schnell, meine Geduld hat Grenzen.	Betrayed me	ElfKing
97	Meine Herren, ich habe eine dringende Nachricht vom Botschafter Erathias für Euch. Mir wurde gesagt, sie beinhalte Details über ein wichtiges Ereignis, welches GERADE JETZT stattfindet, daher solltet Ihr die Nachricht sofort lesen. Hier ist sie.	Meine Herren, ich habe eine dringende Nachricht vom Botschafter Erathias für Euch. Mir wurde gesagt, sie beinhalte Details über ein wichtiges Ereignis, welches GERADE JETZT stattfindet, daher solltet Ihr die Nachricht sofort lesen. Hier ist sie.	Artifact	Messenger
98	Wie geht es Euch, meine Herren? Ich bin Richter Grey. Ich habe die ungewöhnliche Aufgabe, zwischen streitenden Nationen zu schlichten. Diese Aufgabe hat ihre Vorzüge, aber niemals hört Ihr diejenigen, denen Ihr helft, sich bedanken. Ich weiß immer, daß ich richtig liege, wenn beide Seiten gleichzeitig böse auf mich sind.	Nochmals willkommen, meine Herren. Erathia und Avlee gehen sich mal wieder gegenseitig an die Kehle. Könnt Ihr die Spannungen fühlen?	Normal	Arbiter
99	"Ah, Seid gegrüßt! Meine Herren, ich bin Botschafter Wright von Bracada. Ihr wißt schon, die Zauberer an Erathias südlicher Grenze. Unser Anführer Gavin Magnus hofft, gute diplomatische Beziehungen aufzubauen; vielleicht können wir gemeinsam diesem schrecklichen Krieg ein schnelles Ende bereiten."	Meine Herren, es ist immer eine Ehre, Euch zu sehen.	Normal	Wizard Ambassador
100	"Es ist mir ein Vergnügen, Euch zu treffen, werte Herren. Ich bin Botschafter Scale und ich repräsentiere Deyja, das Land der Totenbeschwörer im Nordwesten Erathias. Naja, ich weiß, was Ihr denkt: Totenbeschwörung! Pah! Tod und so weiter...nun, eigentlich sind wir nur auf der Suche nach Wissen; eine edle Sache, wenn Ihr mich fragt. Wir sind nicht böse. Ihr solltet mit einigen von uns reden--wir wissen wirklich, wie man auf den Putz haut. [Der Botschafter lächelt gezwungen] Ha ha ha! Wir bitten Sie lediglich, uns anzuhören."	Möge das Glück des Krieges Ihnen hold sein, meine Herren.	Normal	Necro Ambassador
101	"Die neuen Herren von Harmondale, nehme ich an. Ich bin Richter Sleen. Ich will ehrlich sein: meine Sympathie gilt Deyja und den Totenbeschwörern. Wir ersuchen Euch, für die Aufgabe des Schiedsherrn mich auszuwählen. Da beide Länder Feinde Deyjas sind, werde ich ein gerechter Richter sein. Wie auch immer, sich für einen Verbündeten Deyjas zu entscheiden, bedeutet, die ""Finsternis"" zu wählen.
Aber bei dieser Finsternis geht es doch nur um das Vergängliche. Totenbeschwörung ist lediglich das Studium des Todes und was mit der Seele nach dem Tod geschieht. Sicher, die Ergebnisse sind manchmal ekelig, aber das ist die Herstellung von Wurst und die Ausübung von Gesetzen auch. Aber niemand behauptet, solche Aufgaben hätten keinen Wert.
Bestimmt mich und verbündet Euch mit uns. Weil, wenn Ihr Eure Freundschaft nicht durch diesen kleinen Dienst beweisen könnt, was könntet Ihr dann anderes als Feinde sein? Aber bedenkt auch, daß, wenn Ihr mich bestimmt, Ihr Eure Wahl später nicht rückgängig machen könnt. Eure Wahl wird von Dauer sein."	"Ihr bedenkt noch Eure Wahl, wie ich sehe. Laßt mich Euch erinnern, was auf dem Spiel steht: [Der Botschafter erhebt einen Finger]

Die Länge des Krieges -- je länger er dauert, desto besser für uns alle. Erathia und Avlee werden beide schwächer und damit unfähig, sich in unsere Angelegenheiten einzumischen.
Ihr solltet Euch mit uns verbünden. Es gibt da einiges, das wir Euch lehren können...
Aber am wichtigsten ist: IHR WÄHLT DEN PFAD DER FINSTERNIS. Diese Entscheidung könnt Ihr nicht wieder rückgängig machen."	Normal	Evil Arbiter
102	Ich danke Euch für meine Wahl. Ihr werdet es nicht bereuen, das versichere ich Euch. Was nun noch zu tun bleibt, ist, nach Harmondale zurückzukehren und mich im alten Haus von Richter Grey unterzubringen. Von dort werde ich dann fortfahren.	"Wir müsse zum Haus von Richter Grey in Harmondale gehen. Nur von dort aus kann ich mit meiner Arbeit beginnen, dieses ""Durcheinander zu sortieren"". [Heh!]"	Chosen	Evil Arbiter
103	Ihr habt die richtige Wahl getroffen, edle Herren. Der Herrscher von Deyja, Archibald Ironfist, wünscht, Euch zu sprechen. Von den Mooren Deyjas aus betretet durch die Grubenhalle das Innere der Grube. Archibald erwartet Euch auf Schloß Gloaming in der Grube. Laßt ihn besser nicht warten.	Ich bin erfreut, Euch wieder zu sehen, meine Herren. Deyja ist sehr zufrieden, wie die Dinge sich entwickeln. Gibt es irgend etwas, daß ich für Euch tun kann?	Installed	Evil Arbiter
104	"Hallo. Ich habe Euch erwartet. Ich bin Richter Fairweather. Ich denke, es ist wichtig für Euch zu verstehen, daß ich FÜR Bracada arbeite, aber im Krieg zwischen Erathia und Avlee neutral bin. Wir empfehlen Euch, mich zum Schiedsherrn über diesen Konflikt zu bestimmen und ich werde ein gerechter Richter sein. Auch müßt Ihr wissen, daß, wenn Ihr mich wählt, Ihr den Pfad des Lichts wählt.

Das ist die richtige Wahl. Ich werde diesem zerstörerischen Krieg so schnell wie möglich ein Ende bereiten und die Verluste gering halten. Alles, was Ihr tun müßt, ist, eine Entscheidung zu treffen.

Bitte, wählt den Pfad des Lichtes und bleibt dem Bösen fern. Seid unser Verbündeter. Bedenkt aber auch, daß Eure Wahl endgültig ist."	"Noch keine Entscheidung bis jetzt? Warum zögert Ihr im Angesicht dessen, was sicherlich die richtige Wahl wäre? Bedenkt:

Mich zu bestimmen wird den Krieg schnell beenden. Viel Volk wird Euch sein Leben verdanken.

Ihr werdet der Verbündete Bracadas sein und Deyja abweisen. Alles, was das Licht zu bieten hat, wird Euch gehören, um es zu lernen.

Aber wichtiger noch ist, daß IHR DEN PFAD DES LICHTES WÄHT. Diese Wahl ist endgültig und kann nicht zurück genommen werden."	Normal	Good Arbiter
105	Dank dem Himmel, der Euch auf den rechten Weg leitete! Dies ist die beste Entscheidung, die Ihr jemals getroffen habt, auch wenn Ihr es noch nicht glaubt. Ihr müßt mich nun nur noch nach Harmondale und zum alten Haus von Richter Grey geleiten. Ich werde dafür sorgen, daß von dort alles richtig geregelt wird.	Wir müssen zum Haus von Richter Grey in Harmondale gehen. Nur dann kann ich mich meiner Aufgabe widmen und diesen Konflikt beenden.	Chosen	Good Arbiter
106	Ihr habt weise entschieden, meine Herren. Gavin Magnus, Herrscher der Zauberer, würde gerne mit Euch sprechen. Geht zur Bracada - Wüste, der Teleporter nach Celeste wird funktionieren und Euch nach Celeste bringen. Gavin erwartet Euch auf Schloß Lambent. Zeit ist kostbar, vergeudet sie nicht.	Ich bin erfreut, Euch wieder zu sehen, werte Herren. Bracada ist mit der Entwicklung der Dinge sehr zufrieden. Gibt es etwas, das Ich für Euch tun kann?	Installed	Good Arbiter
107	"Neue Herren von Harmondale, sehr gut. Ich bin erfreut, Euch endlich zu begegnen. Die Beziehungen zwischen unseren Regierungen mögen lang und beiderseitig von Vorteil sein. Ihr habt die richtige Entscheidung getroffen, Euch mit uns zu verbünden. Es gibt viel für uns zu bereden, aber meine Berater bestehen darauf, daß Ihr zunächst den Weg der Zauberer einschlagt, bevor wir unsere Beziehung ausweiten können.
Ich weiß, diese Prüfung sieht albern aus, aber ich versichere, ihr Zweck ist es nicht. Ihr könnt die Prüfung wann immer Ihr wollt absolvieren. Und wenn Ihr heute versagt, könnt Ihr es jederzeit nochmal versuchen."	Wie immer schön, Euch zu sehen, meine Freunde. Wollt Ihr heute meine kleine Prüfung bestehen?	Normal	Gavin Magnus
108	Seid gegrüßt, meine Freunde. Meine Berater sind begierig darauf, mit Euch zu sprechen.	Seid gegrüßt, meine Freunde. Meine Berater sind begierig darauf, mit Euch zu sprechen.	Finished Proving Ground	Gavin Magnus
109	Ich bin glücklich, solche Freunde zu haben. Wir sind weit gekommen und müssen nur noch ein kleines Stück weiter gehen. Meine äußerst ungewöhnlichen Ratgeber haben große Pläne ... Pläne, die Eure Hilfe erfordern, meine standhaften Verbündeten. Ich bin sicher, Ihr schafft das.	Ich bin glücklich, solche Freunde zu haben. Wir sind weit gekommen und müssen nur noch ein kleines Stück weiter gehen. Meine äußerst ungewöhnlichen Ratgeber haben große Pläne ... Pläne, die Eure Hilfe erfordern, meine standhaften Verbündeten. Ich bin sicher, Ihr schafft das.	Finished all Good quests	Gavin Magnus
110	"[Resurectra lächelt und macht einen Knicks] Edle Herren. Ich bin Resurectra, oberste Ratgeberin von König Magnus. Wir sind sehr erfreut, daß Ihr Richter Fairweather als Schiedsherrn in dem Konflikt zwischen Erathia und Avlee gewählt habt. Es ist ein Zeichen guter Absicht. Allerdings, wenn wir weiter zusammen arbeiten wollen, müßt Ihr zunächst des Königs Prüfung bestehen. Wir haben keine Zeit für Unentschlossene oder Weichherzige.
Nach bestandener Prüfung kehrt zu mir zurück und wir reden weiter. Ihr könnt Euch sicher sein, Ihr werdet Euer Bündnis mit uns von Vorteil finden."	Hallo, edle Herren. Ihr habt die Prüfung des Königs noch nicht bestanden. Ich werde nicht mit Euch in Verhandlung treten, bis Ihr das erledigt habt. Kommt wieder her, wenn Ihr sie bestanden habt.	No Proving Grounds	Resurectra
111	Ich bin erfreut, daß Ihr die Prüfung des Königs bestanden habt. Dies zeigt deutlich Eure Bestimmung für den Pfad des Lichtes. Also, laßt uns beginnen. Meine Gefährten und ich haben einige Aufgaben für Euch, falls Ihr interessiert seid. Natürlich werdet Ihr belohnt werden. Und Ihr könnt Euch sicher sein, daß alles, um das wir Euch bitten, uns einem ehrenhaften Ziel näher bringt, einem Ziel, an dem Ihr stolz sein könnt, mitgewirkt zu haben.	Es ist immer eine Freude, Euch zu sehen, edle Herren.	Normal	Resurectra
112	Danke für die Vervollständigung des Schlüssels. Schon dafür sind wir in Eurer Schuld. Ich bin sicher, wir werden in Zukunft noch tiefer in Eurer Schuld stehen.	Es ist immer eine Freude, Euch zu sehen, edle Herren.	Completed Temple of Dark Mission	Resurectra
113	Anhänger der Dunkelheit! Ihr habt keine Ahnung, welche Träume Ihr zugunsten unbedeutender Macht verworfen habt. Verschwindet von hier und belästigt uns nie wieder.	[Seufzer] Was wollt Ihr denn schon wieder? Ich will nichts mit Euch zu schaffen haben.	Party Evil	Resurectra
114	Nun, da Ihr die Prüfung bestanden habt, habe auch ich ein Anliegen. Anders jedoch als die meiner Freunde, hat meines nichts mit dem Erreichen unseres Zieles zu tun, trotzdem ist es sehr wichtig.	Gut, Euch zu sehen, werte Herren. Ich hoffe, mit Euch und Eurem Reich ist alles in bester Ordnung.	Normal	Crag Hack
115	Ich muß noch einmal betonen, daß Ihr gute Arbeit geleistet habt. Nicht nur, daß wir unser Versprechen Königin Catherine gegenüber einhalten konnten, wir haben auch die Welt von einem weiteren Monster befreit. Danke.	Gut, Euch zu sehen, werte Herren. Ich hoffe, mit Euch und Eurem Reich ist alles in bester Ordnung.	Completed Vampire Mission	Crag Hack
116	Was wollt Ihr, finsteres Pack? Meine Axt schreit nach Eurem Hals.	Ich habe Euch nichts zu sagen!	Party Evil	Crag Hack
117	Schön, daß Ihr die Prüfung absolviert habt. Wir müssen die Feinde angreifen, bevor sie zu stark geworden sind. Ich habe einen Plan, der ihrer schändlichen Bruderschaft bleibenden Schaden zufügen wird. Er ist gefährlich und kühn, deswegen werden Feiglinge wie sie ihn niemals erwarten.	Ah, willkommen zurück, edle Herren. Ich hoffe, es geht Euch gut.	Normal	Sir Caneghem
118	Gut, daß Ihr kommt. Ihr werdet erfreut sein zu hören, daß wir einem Golem befahlen, die leeren Seelengefäße irgendwo zu vergraben und den Ort dann zu vergessen. Man wird sie nie wieder sehen.	Ah, willkommen zurück, edle Herren. Ich hoffe, es geht Euch gut.	Completed Soul Jars	Sir Caneghem
119	Oh, gut, ein Besuch unserer Feinde. Das macht mich immer glücklich. Kommt jederzeit wieder, so haben unsere Wachen weiterhin die Chance Euch auszulöschen, Ihr Schurken!	Unsere Wachen haben Euch verfehlt? Darüber werde ich noch mit ihnen reden.	Party Evil	Sir Caneghem
120	Wie meine Freunde habe auch ich eine Aufgabe für Euch, aber jetzt ist nicht die Zeit dafür. Beendet zuerst deren Aufgabe, dann werde ich Euch von meiner erzählen.	Ich bin froh, daß Ihr noch immer am Leben seid und dem Pfad des Lichtes folgt. Kommt wieder, wenn Ihr die Aufgaben meiner Freunde erledigt habt.	Not finished with good	Robert the Wise
121	Ihr habt ihre Aufgaben erfüllt, gut. Unser Konflikt mit den Totenbeschwörern nähert sich schnell seinem Ende. Ich habe eine gefährliche, aber notwendige Mission für Euch. Die Zukunft Eurer ... ehm, unserer Welt hängt von Eurem Erfolg ab.	Ich bin froh, daß Ihr wieder da seid, werte Freunde.	Normal	Robert the Wise
122	"Eine Ehre, Eure Bekanntschaft zu machen. Mein Name ist Kastore, Oberster Ratgeber von Lord Ironfist. [Kastore macht eine umfassende Geste in Richtung der anderen Ratgeber] Meine Mitarbeiter und ich sind uns einig, daß Ihr guten Geschmack bewiesen habt, Richter Sleen zu wählen. Ich denke, die Beziehungen zwischen Deyja und Harmondale werden für alle von Vorteil sein.
Allerdings traue ich niemals jemandem, den ich gerade erst getroffen habe. Bevor wir also ins Geschäft kommen, müßt Ihr beweisen, daß Ihr ... wie wir seid. Lord Ironfist hat eine Prüfung, die er neuen Totenbeschwörern auferlegt. Wenn Ihr diese besteht, kommt wieder zu mir und wir reden weiter."	Obwohl wir viel für einander tun können, müßt Ihr erst Lord Ironfists Prüfung über Euch ergehen lassen. [Kastore schnaubt verächtlich] Denn wenn Ihr nicht mal diese alberne Prüfung besteht, welchen Wert solltet Ihr dann für mich haben?	Not finished with Breeding Pit	Kastore
123	Also habt ihr die Prüfung bestanden! Gut! Kommen wir nun zum Geschäft. Ihr werdet feststellen, daß für uns zu arbeiten ... [Kastore schüttelt den Kopf und beginnt von neuem] Nein. Ihr werdet feststellen, daß MIT uns zu arbeiten, uns schnell unseren gemeinsamen Zielen und Interessen näher bringt. Wir haben große Pläne--Pläne, die groß genug sind, aggressive Gestalten wie Euch zu beinhalten. Mit der Zeit werden wir Euch unsere Pläne offenbaren.	[Kastore lächelt] Willkommen, werte Verbündete. Geht es Euch gut?	Normal	Kastore
124	Ich möchte den Augenblick nutzen, Euch erneut zu danken für all die Arbeit, die Ihr für uns erledigt habt. Schnell nähert sich die Zeit der Vollendung unserer größten Pläne und wir alle werden die höchsten Ränge erreichen! Steht noch eine kurze Weile zu uns, und Eure Belohnung wird Eure kühnsten Träume übertreffen!	[Kastore lächelt] Willkommen, werte Verbündete. Geht es Euch gut?	Completed all Evil	Kastore
125	Die Herren von Harmondale, richtig? [Kastore spukt auf den Boden] Was wollt Ihr hier? Kehrt besser heim und bewacht Eure Grenzen! Etwas Finsteres könnte sie des Nachts überqueren...	Was denn?!? War es nicht schwer genug, beim ersten Mal herzukommen? Denkt Ihr wirklich, wir hätten etwas zu bereden? Verschwindet!	Party Good	Kastore
126	Hallo! Ich bin Maximus. Es ist gut, Euch auf unserer Seite zu wissen. Auch bin ich erfreut, daß Ihr die Prüfung lebendig überstanden habt. Ich bin dagegen, gute Talente bei dieser Prüfung zu verschwenden, aber meine Gefährten bestehen darauf. [seufzt] Was soll man machen?	Gut, Euch zurück zu haben, werte Verbündete.	Normal	Maximus
