						
	NPC	Join				
53	Akolyte der Sonne	500		Erhöht alle Zauber der Schule des Selbst (Körper, Seele und Geist) und der Lichtmagie aller Charaktere um 2 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet.	Ich kann Eure Zauber der Schule des Selbst und der Lichtmagie verstärken. Dafür verlange ich 500 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden.	Indem Ihr mich entlaßt, verliert Ihr nicht nur einen Freund und Berater, sondern auch Eure Verbindung zu den Göttern. Ich weiß, daß Ihr das nicht wollt. Ihr werdet mich nicht entlassen.
54	Initiierter der Sonne	1000		Erhöht alle Zauber der Schule des Selbst (Körper, Seele und Geist) und der Lichtmagie aller Charaktere um 3 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet.	Meine Gebete werden Eure Fähigkeiten in der Magie der Schule des Selbst und der Lichtmagie vergrößern. Dafür verlange ich 1000 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden.	Indem Ihr mich entlaßt, verliert Ihr nicht nur einen Freund und Berater, sondern auch Eure Verbindung zu den Göttern. Ich weiß, daß Ihr das nicht wollt. Ihr werdet mich nicht entlassen.
55	Prälat der Sonne	2000		Erhöht alle Zauber der Schule des Selbst (Körper, Seele und Geist) und der Lichtmagie aller Charaktere um 4 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet.	Für eine Spende von 2000 Goldstücken und einen Anteil von %17 Prozent allen Goldes, das wir finden, kann ich Euch begleiten und Eure Fähigkeiten in den Zaubern der Schule des Selbst und der Lichtmagie erheblich verbessern.	Indem Ihr mich entlaßt, verliert Ihr nicht nur einen Freund und Berater, sondern auch Eure Verbindung zu den Göttern. Ich weiß, daß Ihr das nicht wollt. Ihr werdet mich nicht entlassen.
56	Mönch	500		"Erhöht die Fähigkeiten ""Kampfkunst"" und ""Ausweichen"" aller Charaktere um 4 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	Ich kann helfen, Euren Körper und Euren Geist in der Kampfkunst zu vereinen. So vermögt Ihr, jeden Gegner zu schlagen und jedem Schlage auszuweichen! Ich denke, 500 Goldstücke und ein Anteil von %17 Prozent allen Goldes, das wir finden, ist eine angemessene Entlohnung.	Eure Ausbildung ist keineswegs abgeschlossen! Ihr wollt euer Training so grundlos abbrechen?
57	Seher	750		"Erhöht die Fähigkeiten ""Erkennen"" und ""Monsterkunde"" aller Charaktere um 6 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	Ich verfüge über beachtliche Kenntnisse der Gegenstände und der Lebewesen in Erathia. Ich werde Euch auf Euren Reisen mit meinem Wissen zur Seite stehen, wenn Ihr mir 750 Goldstücke und einen Anteil von %17 Prozent von all dem Gold, das wir finden, gebt.	Ihr werdet mein hervorragendes Wissen und meinen Rat vermissen, sobald ich weg bin, bedenkt meine Worte!
58	Jäger	500		"Erhöht die Fähigkeit ""Monsterkunde"" aller Charaktere um 4 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	Ich habe schon so ziemlich jede Kreatur auf Erathia gejagt und weiß ein wenig über alle anderen. Auch wenn ich heute nicht mehr jagen gehe, so kann ich doch mein Wissen mit Euch teilen. 500 Goldstücke und ein Anteil von %17 Prozent allen Goldes, das wir finden, halte ich für eine angemessene Entlohnung.	Nun, ein alter Jäger bettelt nicht. Geht und entlaßt mich doch, wenn Ihr wollt!
59	Akolyte des Mondes	500		Erhöht alle Zauber der Schule des Selbst (Körper, Seele und Geist) und der Schattenmagie aller Charaktere um 2 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet.	Ich kann Eure Zauber der Schule des Selbst und der Schattenmagie verstärken. Dafür verlange ich 500 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden.	Indem Ihr mich entlaßt, verliert Ihr nicht nur einen Freund und Berater, sondern auch Eure Verbindung zu den dunklen Göttern. Ich weiß, daß Ihr nicht verflucht werden wollt. Ihr werdet mich nicht entlassen.
60	Initiierter des Mondes	1000		Erhöht alle Zauber der Schule des Selbst (Körper, Seele und Geist) und der Schattenmagie aller Charaktere um 3 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet.	Meine Gebete werden Eure Fähigkeiten in der Magie der Schule des Selbst und der Schattenmagie vergrößern. Dafür verlange ich 1000 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden.	Indem Ihr mich entlaßt, verliert Ihr nicht nur einen Freund und Berater, sondern auch Eure Verbindung zu den dunklen Göttern. Ich weiß, daß Ihr nicht verflucht werden wollt. Ihr werdet mich nicht entlassen.
61	Prälat des Mondes	2000		Erhöht alle Zauber der Schule des Selbst (Körper, Seele und Geist) und der Schattenmagie aller Charaktere um 4 Punkte. %01 verlangt %17 Prozent allen Goldes, das Ihr findet.	Für eine Spende von 2000 Goldstücken und einen Anteil von %17 Prozent allen Goldes, das wir finden, kann ich Euch begleiten und Eure Fähigkeiten in den Zaubern der Schule des Selbst und der Schattenmagie erheblich verbessern.	Indem Ihr mich entlaßt, verliert Ihr nicht nur einen Freund und Berater, sondern auch Eure Verbindung zu den dunklen Göttern. Ich weiß, daß Ihr nicht verflucht werden wollt. Ihr werdet mich nicht entlassen.
62	Ninja	1500	Unsichtbar	"Zaubert einmal pro Tag ""Unsichtbar"" (Dauer 1 Stunde). %01 verlangt %17 Prozent allen Goldes, das Ihr findet."	Ich habe alte Künste studiert, die es einem ermöglichen, sich leise und ohne feindliche Aufmerksamkeit auf sich zu ziehen zu bewegen. Einmal pro Tag kann ich Ihre Gruppe so führen, daß Sie alle von meiner Tarnung profitieren. Dafür verlange ich 1500 Goldstücke und einen Anteil von %17 Prozent allen Goldes, das wir finden.	Sie würden sich wirklich ständig in Gefahr begeben, nur ein paar lumpige Goldstücke zu sparen? Ehrlich gesagt, damit hätte ich nicht gerechnet.
