#	Greeting 1	Greeting 2	Notes	Owner
1	"Я - Лорд Мархэм, благотворитель. Это я предоставил замок в качестве приза для победителя состязания."	"Рад снова видеть вас. Как успехи в поисках?"		Markham
85	"О, новые лорды! Извините, что замок в таком состоянии - им давно никто не занимался. Я бы пригласил вас внутрь, если бы не гоблины. Там поселилось небольшое племя этих существ. Я просил их уйти, но они меня не слушают. Между прочим, они довольно грубо обращались со мной. Может быть, вы могли бы... потолковать с ними? Если вам удастся убедить их уйти, найдите меня - я буду в здешней таверне под названием За счёт заведения."	"О лорды, в замке всё ещё остаются гоблины! Надеюсь, вы не возражаете, если я побуду здесь, пока вы будете убеждать их уйти. По-хорошему или по-плохому."	Kill the goblins	Butler
86	"Вы звали меня, о лорды?"	"Вы звали меня, о лорды?"	Goblins are killed	Butler
87	"Итак. Правители Хармондейла, не так ли? Я - король Готфарр IX, правитель Каменного города. Что вам угодно?"	Вы вновь вернулись? У меня нет времени на разговоры с [хм!] участниками состязаний. Излагайте своё дело и ступайте дальше. Моя свита занята делами.	Normal	Dwarf King
88	"Добро пожаловать, Хармондейл! Каменный город в вашем распоряжении. "	"Добро пожаловать, Хармондейл! Каменный город в вашем распоряжении. "	Rescued all the dwarves	Dwarf King
89	Бегите все! Здесь каменные змеи... Ой... Что?	Спасибо, что спасли меня. Я к вашим услугам.	Normal	Dwarf Engineer
90	А-а-а-а-а! Помогите! Они идут... за мной? Что случилось? Кто вы?	Спасибо, что спасли меня. Вы спасли мне жизнь!	Normal	Dwarf Prisoner
91	[Леди Эллен делает изящный реверанс] Я - Эллен Роквей. Я занимаюсь государственными вопросами от имени Эрафии. Я буду находиться здесь, при вашем дворе, всё время вашего правления.	"Слушаю вас, лорды. Что вы хотели обсудить? "	Normal	Ellen Rockway
92	"Здравствуйте. Я - Ален Хани, посол из АвЛи. Я представляю свою страну и моё слово - это официальная позиция государства АвЛи. Я всегда готов участвовать в любых ваших делах."	"АвЛи слушает вас, лорды."	Normal	Alain Hani
93	"Лорд Мархэм сообщил мне, что вы - новые правители Хармондейла. Добро пожаловать в ряды знати. Что привело вас ко мне?"	Я очень занята. Будет лучше, если вы пришли по делу, а не просто поговорить. 	Normal	Queen Catherine
94	"А, Хармондейл! До того, как мы приступим к делам, хочу сказать, что недавно вы отправили мне из АвЛи не того пленного. Сходство просто потрясающее! Мне бы следовало казнить вас, но война закончилась и это будет дурно выглядеть. Просто помните, что ваше предательство... не прошло незамеченным."	Я очень занята. Будет лучше, если вы пришли по делу, а не просто поговорить. 	Betrayed me	Queen Catherine
95	"Значит, в Хармондейле новые правители. В который раз. Что ж [Король Парсон смотрит на своего писаря], мы, пожалуй, запишем их имена на тот случай, если история моргнёт и не запомнит их. Ха-ха-ха! [Гм] М-да. Ну, и что же привело вас ко мне?"	"Снова Хармондейл? Гм. Выкладывайте поживее, что там у вас. Моё терпение уже заканчивается."	Normal	ElfKing
96	"Это опять вы? Знаете, я как раз выяснял у своих генералов, почему атака на Форт Риверстрайд так позорно провалилась, когда кто-то из моих людей заметил, что ловушки на карте, которую ВЫ передали нам, были указаны в других местах! [Король хихикает] Представьте, какое облегчение испытали мои генералы, когда поняли, что 74 эльфа погибли не из-за их некомпетентности, а из-за предательства. Ха-ха-ха-ха! [Король Парсон хлопает себя по колену, затем резко прекращает смеяться и пристально смотрит на вас.]

Я бы казнил вас всех, жаль война уже закончилась. Ради интересов мира я сохраню вам жизнь. Пока. "	"Снова Хармондейл? Гм. Выкладывайте поживее, что там у вас. Моё терпение уже заканчивается."	Betrayed me	ElfKing
97	"О лорды, у меня есть срочное послание от эрафийского посла для вас. Мне сказали, что в нём содержатся подробности о важном событии, которое происходит ПРЯМО СЕЙЧАС, и что вы должны прочесть его немедленно. Вот это письмо."	"О лорды, у меня есть срочное послание от эрафийского посла для вас. Мне сказали, что в нём содержатся подробности о важном событии, которое происходит ПРЯМО СЕЙЧАС, и что вы должны прочесть его немедленно. Вот это письмо."	Artifact	Messenger
98	"Как ваши дела, о лорды? Я - Судья Грей. У меня не совсем обычная работа - разрешать споры между воюющими странами. У этой должности есть свои плюсы, но на ней никогда не услышишь и слова благодарности от тех, кому помогаешь. Я всегда знаю, что сделал всё правильно, когда на меня сердятся обе стороны одновременно. "	"Добро пожаловать к нам снова, лорды. Эрафия и АвЛи снова вцепились друг другу в глотки. Чувствуете, запахло жареным?"	Normal	Arbiter
99	"О, приветствую вас! Уважаемые лорды, я Посол Райт из Бракады. Ну, вы знаете, это где живут чародеи, - у южных границ Эрафии.  Наш правитель, Гэвин Магнус, надеется установить хорошие отношения с вами; возможно, вместе мы сможем положить конец этой отвратительной войне."	"О лорды, я всегда рад видеть вас."	Normal	Wizard Ambassador
100	"Я рад встрече с вами, лорды. Меня зовут Посол Скейл, я представляю Дейю, страну некромантов, расположенную на северо-западе от Эрафии. Я знаю, о чём вы сейчас подумали, - некромантия! Боже праведный! Это же магия смерти! Действительно, так оно и есть, но мы просто получаем знание ради знания. И довольно благородное знание, между прочим. Не так уж мы и плохи. Вам стоит поговорить с кем-нибудь из наших ребят - уж они-то умеют развлекаться. [Посол наигранно смеётся] Ха-ха-ха!  Всё, чего мы просим - выслушать нас."	"Пусть удача благоприятствует вам в этой войне, о лорды."	Normal	Necro Ambassador
101	"Новые правители Хармондейла, как я полагаю. Я - судья Слин. Буду откровенен, я симпатизирую Дейе и некромантам. Мы хотели бы, чтобы вы выбрали меня на должность арбитра, который рассудит Эрафию и АвЛи. Поскольку обе эти страны враждебны Дейе, я буду справедливым судьёй. Однако, стать сторонником Дейи, как считают многие, ОЗНАЧАЕТ ВСТАТЬ НА СТОРОНУ ТЬМЫ.

Но все эти разговоры о тьме - полная чушь. Некромантия - это ни что иное, как изучение смерти и того, что происходит с духом после смерти. Наверняка, результаты этого изучения могут оказаться немного зловещими, но не более, чем производство колбасы или юридическая практика. Но ведь никто не говорит, что профессии мясника или юриста не нужны.

Выберите меня, и я стану вашим союзником. Ведь если вы не докажете свои дружественные намерения этим простым действием, кто вы будете, как не наш враг? Однако помните, что если вы выберете меня, то передумать уже не сможете. Этот выбор делается лишь раз."	"Всё ещё раздумываете над выбором, как я посмотрю. Давайте я напомню вам, что поставлено на кон: [Посол выставляет один палец]

Продолжение войны: чем дольше она будет идти, тем лучше для всех нас. Эрафия и АвЛи ослабнут и не смогут вмешиваться в наши дела.

Мы с вами станем союзниками. Вот чему мы можем научить вас...

Но самое главное: ВЫ ВЫБЕРЕТЕ ПУТЬ ТЬМЫ. И этот выбор нельзя повернуть вспять."	Normal	Evil Arbiter
102	"Спасибо, что выбрали меня. Вы не пожалеете о своём выборе, уверяю вас. Единственное, что вам осталось сделать - это вернуться со мной в Хармондейл и отвести меня в старый дом Судьи Грея. Дальше я сам знаю, что делать."	"А сейчас нам нужно отправляться в старый дом Судьи Грея в Хармондейл. Лишь тогда я смогу вступить в новую должность и начать разбираться с делами. [Хе-хе!]"	Chosen	Evil Arbiter
103	"Вы сделали правильный выбор, о лорды! Правитель Дейи Арчибальд Айронфист хотел бы побеседовать с вами. Из болот Дейи направляйтесь к Вратам Бездны и далее, в саму Бездну. Арчибальд ожидает вас в Сумеречном замке в Бездне. Постарайтесь не утомлять его долгим ожиданием."	"Я рад видеть вас вновь, лорды. В Дейе весьма довольны тем, как всё обернулось. Могу ли я чем-то помочь вам? "	Installed	Evil Arbiter
104	"Здравствуйте! Я ждал вас. Я - судья Фейрвезер. Важно, чтобы вы понимали, что я служу интересам Бракады, и в войне между Эрафией и АвЛи не поддерживаю ни ту, ни другую сторону. Как вы понимаете, мы хотели бы, чтобы вы назначили меня арбитром в этом конфликте. Я буду справедливым судьёй. Однако, мы хотим, чтобы вы поняли: выбор моей кандидатуры будет означать ВЫБОР ПУТИ СВЕТА.

Это правильный выбор. Я положу конец этой разрушительной войне как можно скорее и уменьшу число смертей. Всё, что от вас требуется, - сделать свой выбор.

Пожалуйста, выберите путь света и отвергните зло. Станьте нашим союзником. Помните, что любой выбор делается лишь один раз. "	"Ещё не решили? Почему вы колеблетесь перед этим нравственным выбором? Подумайте над этим.

Выбрав меня, вы сможете быстро положить конец войне. Многие люди будут вам признательны за спасение их жизней.

Вы станете союзником Бракады и отвергнете Дейю. Тогда вы сможете овладеть всем, чему может научить вас Свет.

Но самое главное: ВЫ ВЫБЕРЕТЕ ПУТЬ СВЕТА. И этот выбор постоянный, его нельзя повернуть вспять. "	Normal	Good Arbiter
105	"Спасибо небесам, что привели вас к верному выбору! Это самое правильное решение из всех, что вам доводилось принимать, даже если сейчас вы этого ещё не понимаете. Единственное, что вам осталось сделать - это вернуться со мной в Хармондейл и отвести меня в старый дом Судьи Грея. Я прослежу, чтобы всё прошло как надо."	А сейчас нам нужно отправляться в старый дом Судьи Грея в Хармондейл. Лишь тогда я смогу вступить в новую должность и положить конец этой ужасной войне.	Chosen	Good Arbiter
106	"Вы сделали мудрый выбор, о лорды! Гэвин Магнус, правитель Чародеев, хотел бы побеседовать с вами. Идите в пустыню Бракада - телепорт в Небеса должен теперь работать, с его помощью вы попадёте на Небеса. Гэвин ожидает вас в Светящемся замке. Время - бесценно; не тратьте его впустую."	"Я рад видеть вас вновь, лорды. В Бракаде очень довольны тем, как всё обернулось. Могу ли я чем-то помочь вам? "	Installed	Good Arbiter
107	"Новые лорды из Хармондейла, как я вижу. Что ж, я рад наконец-то встретиться с вами . Уверен, что отношения между нашими правительствами будут долгими и взаимовыгодными. Став нашими союзниками, вы сделали правильный выбор. Нам о многом нужно поговорить, но мои советники настаивают на том, чтобы прежде вы прошли по Тропе Чародеев - лишь тогда наши отношения смогут развиваться.

Знаю, это испытание выглядит дурацким, но уверяю вас, его цель весьма серьёзна. Вы можете пройти это испытание в любое время, когда будете готовы. Если не получится сегодня, можете в любое время вернуться и попробовать ещё раз."	"Всегда рад вас видеть, друзья. Вы готовы пройти моё небольшое испытание?"	Normal	Gavin Magnus
108	"Добро пожаловать к нам снова, друзья! Моим советникам не терпится поговорить с вами. "	"Добро пожаловать к нам снова, друзья! Моим советникам не терпится поговорить с вами. "	Finished Proving Ground	Gavin Magnus
109	"Я очень счастлив иметь таких друзей, как вы. Мы сделали многое, но нам предстоит сделать ещё кое-что. У самых необычных моих советников есть великие планы... Планы, для осуществления которых требуется ваша помощь, мои верные союзники. Я убеждён, что вы справитесь с этим делом."	"Я очень счастлив иметь таких друзей, как вы. Мы сделали многое, но нам предстоит сделать ещё кое-что. У самых необычных моих советников есть великие планы... Планы, для осуществления которых требуется ваша помощь, мои верные союзники. Я убеждён, что вы справитесь с этим делом."	Finished all Good quests	Gavin Magnus
110	"[Ресуректра улыбается и делает реверанс] Лорды. Я - Ресуректра, главная советница Короля Магнуса. Мы рады, что, выбирая арбитра для разрешения конфликта между Эрафией и АвЛи, вы остановили свой выбор на Судье Фейруэзере. Это говорит о том, что у вас добрые намерения. Однако, если мы с вами хотим иметь общие дела и дальше, вы должны пройти испытание нашего короля. У нас нет времени на нерешительных или малодушных.

Когда вы пройдёте испытание, возвращайтесь ко мне, поговорим. Будьте уверены, союзничество с нами будет выгодным для вас."	"Здравствуйте ещё раз, лорды. Вы ещё не прошли испытание, назначенное королём. Я не смогу общаться с вами, пока вы не пройдёте испытание. Возвращайтесь ко мне, когда сделаете это."	No Proving Grounds	Resurectra
111	"Я рада, что вы прошли испытание. Это доказывает, что вы твёрдо стоите на Пути Света. Теперь давайте займёмся делами. У меня и моих коллег-советников есть для вас кое-какая работа, если вы не против. Разумеется, вы будете вознаграждены за неё. И всегда помните: о чём бы мы ни попросили, это всегда делается с благородными целями, и вы будете гордиться тем, что участвовали в этом."	"Всегда рада видеть вас, лорды."	Normal	Resurectra
112	"Ещё раз спасибо за то, что вы помогли нам с ключом. Теперь мы в долгу перед вами. Уверена, вскоре мы будем в ещё большем долгу."	"Всегда рада видеть вас, лорды."	Completed Temple of Dark Mission	Resurectra
113	"Люди Тьмы! Вы даже не представляете, чем вы пожертвовали в погоне за ничтожной властью. Убирайтесь отсюда и не беспокойте нас больше."	[Вздох] Зачем вы вернулись? Я не хочу иметь с вами дела.	Party Evil	Resurectra
114	"Теперь, когда вы прошли испытание, у меня тоже есть к вам поручение. В отличие от поручений моих друзей, оно мало связано с продвижением к Цели, но от этого оно не менее важно."	"Приятно видеть вас снова, лорды. Надеюсь, у вас и в вашем королевстве всё хорошо. "	Normal	Crag Hack
115	"Хочу лишь сказать ещё раз, что вы сделали доброе дело. Мы не только сдержали обещание, данное Королеве Катерине, но и избавили мир от ещё одного монстра. Спасибо. "	"Приятно видеть вас снова, лорды. Надеюсь, у вас и в вашем королевстве всё хорошо. "	Completed Vampire Mission	Crag Hack
116	"Что вам нужно, злодеи? Моему топору не терпится пройтись по вашим шеям."	Мне нечего сказать вам.	Party Evil	Crag Hack
117	"Я рад слышать, что вы прошли испытание. Мы должны напасть на наших врагов, пока они не стали достаточно сильными. У меня есть план, который, надеюсь, надолго разрушит их вредоносное содружество. Это опасный, но смелый план. Такие трусы, как они, никогда не ожидают такого. "	"Добро пожаловать к нам снова, лорды. Надеюсь, всё нормально. "	Normal	Sir Caneghem
118	Рад, что вы пришли. Вам будет приятно узнать, что мы отдали Голему приказ захоронить пустые сосуды душ где-нибудь и забыть об этом месте. Их больше никогда не найдут.	"Добро пожаловать к нам снова, лорды. Надеюсь, всё нормально. "	Completed Soul Jars	Sir Caneghem
119	"Замечательно, посланцы врагов. Это всегда греет мне душу. Возвращайтесь в любое время, чтобы наши стражники не разучились убивать!"	Наша стража снова упустила вас? Мне придётся поговорить с ними об этом.	Party Evil	Sir Caneghem
120	"Как и мои друзья, я приготовил для вас задание, но для него пока не настало время. Сначала закончите то, о чём они попросили вас, а затем поговорим о моём деле."	Я рад видеть, что вы живы и работаете на благо Света. Приходите ко мне, когда выполните задание моего друга.	Not finished with good	Robert the Wise
121	"Вы выполнили их поручения. Замечательно. Наш конфликт с некромантами стремительно приближается к развязке. У меня опасное, но очень важное задание для вас. Будущее вашего... то есть нашего мира зависит от того, справитесь ли вы с ним. "	"Рад видеть вас снова, друзья. "	Normal	Robert the Wise
122	"Мне приятно познакомиться с вами. Меня зовут Кастор, я - старший советник лорда Айронфиста. [Кастор быстро показывает на других советников] Мы с коллегами считаем, что вы продемонстрировали отличный вкус, сделав выбор в пользу судьи Слина в деле Эрафии. Думаю, будущие отношения между Дейей и Хармондейлом будут светлыми, радужными и выгодными для обеих сторон.

Однако, я никогда не доверяю полностью новым знакомым. До того, как мы сможем заняться делами, вы должны доказать, что вы... наши люди. У лорда Айронфиста есть испытание, которое он предлагает пройти новичкам, желающим стать некромантами. Если вы сможете его пройти, возвращайтесь ко мне, тогда и поговорим."	"Хотя нас с вами ожидает множество дел, сначала вы должны пройти испытание лорда Айронфиста. [Кастор саркастически фыркает] Потому что если вы не можете пройти даже это жалкое испытание, зачем вы нужны мне, а тем более самим себе?"	Not finished with Breeding Pit	Kastore
123	"Итак, вы прошли испытание! Замечательно. Теперь мы можем перейти к делам. Вы увидите, что работа на нас... [Кастор мотает головой и начинает заново] Нет. Вы увидите, что работа с нами послужит достижению наших общих целей и общих интересов. У нас большие планы - достаточно большие, чтобы в них нашлось место энергичным людям, типа вас. Со временем, мы расскажем вам больше о наших планах. "	"[Кастор улыбается] Добро пожаловать назад, союзники. Надеюсь, у вас всё в порядке?"	Normal	Kastore
124	"Я бы хотел воспользоваться случаем и ещё раз поблагодарить вас за всё, что вы для нас сделали. Стремительно приближается миг воплощения наших самых важных планов. Миг, который вознесёт нас на самые крутые высоты. Оставайтесь с нами и получите в награду гораздо больше, чем можете себе представить."	"[Кастор улыбается] Добро пожаловать назад, союзники. Надеюсь, у вас всё в порядке?"	Completed all Evil	Kastore
125	"Правители Хармондейла, не так ли ? [Кастор сплёвывает на землю] Что вы здесь делаете? Лучше возвращайтесь к себе домой и присматривайте за своей границей! Ночью её может перейти кое-кто из сил Тьмы..."	Что ещё?! Разве мало вам было одного раза? Неужели думаете, что нам с вами есть о чём разговаривать? Проваливайте! 	Party Good	Kastore
126	"Здравствуйте! Я - Максимус. Рад, что вы на нашей стороне. Здорово, что вы смогли пройти испытание. Я против разменивания настоящих талантов на этих испытаниях, но коллеги настаивают. [вздыхает] Что вы умеете?"	"Рад, что вы вернулись, союзники. "	Normal	Maximus
127	"Не могу выразить всю свою признательность за то, что вы вернули нам эти сосуды. Многие месяцы некроманты требовали их возвращения. Это на 100% повысит наш боевой дух. Ещё раз, спасибо! "	"Рад, что вы вернулись, союзники. "	Completed Jars	Maximus
128	"Мне нечего сказать вам, трусы! Придёт день, когда вы и весь ваш город будут работать на нас в шахтах."	"Мне нечего сказать вам, трусы! Придёт день, когда вы и весь ваш город будут работать на нас в шахтах."	Party Good	Maximus
129	"Я знал, что вы справитесь с испытанием! Для тех, кто полон решимости, оно не такое уж и трудное. Нужно лишь скрепить сердце и сделать то, что должно быть сделано. Задание, которое я приготовил для вас, потребует такой же решимости. После того, как вы прошли испытание, я уверен, вы легко справитесь с этим заданием."	"Добро пожаловать, союзники! Всегда рады видеть вас здесь."	Normal	Dark Shade
130	"Вы отлично поработали в лаборатории Кланкера! Я знаю, что я уже поздравлял вас с отличной работой, но я никак не могу забыть, насколько здорово был выполнен весь план! Ребята из лаборатории сказали мне, что они почти полностью собрали тело старины Кланкера снова и оживили его. Они поручили ему заниматься Сосудами Душ, но говорят, он уже не тот, что был раньше. Ну да ладно, по крайней мере, теперь не нужно бояться, что он пойдёт против нас."	"Добро пожаловать, союзники! Всегда рады видеть вас здесь."	Completed Clanker	Dark Shade
131	"Вы что, не поняли намёка, когда все наши фавориты стали нападать на вас? Вы не нужны нам здесь! И нет никакого смысла взрывать наших зомби - всё равно мы оживляем их снова. "	"Вы что, не поняли намёка, когда все наши фавориты стали нападать на вас? Вы не нужны нам здесь! И нет никакого смысла взрывать наших зомби - всё равно мы оживляем их снова. "	Party Good	Dark Shade
132	"У меня тоже есть для вас задание, но с ним придётся подождать, пока вы не выполните то, что поручили мои компаньоны. Как только закончите их задание, возвращайтесь ко мне. "	Я рад, что вы по-прежнему на нашей стороне. Приходите ко мне, когда выполните задание моих компаньонов. 	Not finished with good	Tolberti
133	"Теперь, когда вы выполнили задание моих компаньонов, я готов поручить вам более опасное, но очень важное дело. Наши планы всецело зависят от вашего успеха в нём. Я знаю, что на вас можно рассчитывать. 

Да, чуть не забыл! Арчибальд больше никто. Он ушёл в гневе после того, как мы не смогли договориться о наших дальнейших планах. Сейчас его увезли в лабораторию Кланкера, и заодно ещё нескольких некромантов, у которых было слишком мало... энтузиазма. Невелика потеря. Теперь Бездной правит Кастор."	"Добро пожаловать, друзья! "	Normal	Tolberti
134	"[Арчибальд улыбается и медленно потирает руки] Наши новые союзники из Хармондейла! Как я рад наконец-то встретиться с вами лично. Я хочу вам сказать, что вы сделали правильный выбор. Любой, кто хоть раз имел со мной дело, знает, что я - честный человек и плачу добром за добро и верность. Оставайтесь со мной, и вы сможете подняться выше, чем когда-либо мечтали! 

Я признателен за то, что вы выбрали нас, и полностью верю в ваши способности и верность, но мои советники не разделяют мою уверенность. Это нормально, ведь их работа - подвергать сомнению мои взгляды. Они считают, что у вас не хватит храбрости, чтобы работать на нас, и придумали небольшое испытание, чтобы проверить вашу... решимость. Я знаю, это досадно, но пока вы не пройдёте испытание, они не будут иметь с вами никаких дел. Надеюсь, вы меня понимаете."	"Как идёт подготовка к испытанию? Вы можете пройти его в любое удобное для вас время... Просто приходите к Инкубатору и прыгайте вниз. [Арчибальд смеётся, половина его лица скрыта в тени] Там всегда открыто."	Normal	Archibald
135	"Здравствуйте, друзья... Ведь вы по-прежнему мои друзья, не так ли? Мои советники, мои наместники [Арчибальд произносит слова с раздражением] правят Бездной и мечтают о завоеваниях. Я понял, что я им не нужен и они не хотят изучать наше искусство. 

Им нужен мир, в котором не будет ни королей, ни верности, ни чести. А будут лишь они и их рабы. Что ж, они получат такой мир. Когда были похищены Сосуды Душ, мои наместники лишь пожали плечами, будто пропали колёса от тележки или пара цыплят, а не ключ к бессмертию! Мы были так близки к изобретению способа сохранения тела от распада после проведения Обряда. И вот такая неудача, которая будет стоить десятилетий труда.

И вот, мы перебрались сюда, - благодаря вам, - чтобы продолжить свои исследования. Я отказался от претензий на трон Энрота. Вряд ли мне поверят, но это неважно. Остров вполне безопасен, мы заделали брешь, через которую вы смогли пробраться сюда. "	"Рад снова видеть вас, друзья. Можете приходить в любое время. "	In Clanker's Lab	Archibald
136	"Нашли то, что искали? Не беспокойтесь, я не слишком зол за ваше вторжение. Большинство моих подданных снова оживут - так или иначе. Да и сокровищ пропало не так уж много. 

[Вздыхает] Что ж, если вы пришли сразиться с нами во имя Света, можете не трудиться. Я перестал быть завоевателем - вышел из дела, так сказать. Мои прежние союзники [Арчибальд плюёт на землю] забросили все наши великие достижения в искусстве некромантии и стремятся только к завоеванию мира. Почти не сомневаюсь, что они далеко пойдут. Вам и вашим магистрам не поздоровится, если будет так.

[Арчибальд смотрит на вас внимательнее] С другой стороны, может, у них ничего не выйдет. От вас веет запахом судьбы, как будто вы созданы для великих дел. Может, у вас получится остановить их. Но всё же с вас штраф за убытки."	"Вернулись ещё потренироваться? Знаете, если вы немного подождёте, вы увидите, как оживут мои люди. Тогда с ними будет труднее справиться. "	"Clanker's, Party Good"	Archibald
137	"Добро пожаловать назад, союзники. Мои советники хотят поговорить с вами. "	"Добро пожаловать назад, союзники. Мои советники хотят поговорить с вами. "	Completed Breeding Pit	Archibald
138	"Извините, но в Форт Риверстрайд посторонним вход воспрещён. Боюсь, мне придётся попросить вас уйти. Любая попытка пройти дальше в форт будет рассматриваться, как враждебное действие, и вызовет соответствующие ответные меры. "	"Извините, но в Форт Риверстрайд посторонним вход воспрещён. Боюсь, мне придётся попросить вас уйти. Любая попытка пройти дальше в форт будет рассматриваться, как враждебное действие, и вызовет соответствующие ответные меры."	Fort Riverstride Guard	
139	"Эта Сторожевая башня охраняет границы Дейи. Посторонним сюда нельзя, так что вам придётся уйти. Если вы попытаетесь пройти дальше в башню, вас без колебаний уничтожат."	"Эта Сторожевая башня охраняет границы Дейи. Посторонним сюда нельзя, так что вам придётся уйти. Если вы попытаетесь пройти дальше в башню, вас без колебаний уничтожат."	Watchtower 6 Guard	
140	Стойте! Проход дальше воспрещён. Войти в святая святых могут лишь те, кто доказал свою непорочность. 	Стойте! Проход дальше воспрещён. Войти в святая святых могут лишь те, кто доказал свою непорочность. 	Temple of Light Guard	
141	"Так, что у нас здесь? Вы что, на самом деле думали, что сможете пройти в пределы тьмы? Там для вас небезопасно, поэтому вам нельзя проходить дальше. "	"Так, что у нас здесь? Вы что, на самом деле думали, что сможете пройти в пределы тьмы? Там для вас небезопасно, поэтому вам нельзя проходить дальше. "	Temple of Dark Guard	
142	"Стойте! У вас нет разрешения на проход. Если вы ищете тронный зал Королевы Катерины, то он находится в центре замка, за главной лестницей."	"Стойте! У вас нет разрешения на проход. Если вы ищете тронный зал Королевы Катерины, то он находится в центре замка, за главной лестницей."	Castle Gryphonheart Guard	
143	"Стойте! Посторонним запрещено проходить в эту часть замка. Если вы ищете тронный зал Короля Парсона, спуститесь на лифте и идите по левому коридору. "	"Стойте! Посторонним запрещено проходить в эту часть замка. Если вы ищете тронный зал Короля Парсона, спуститесь на лифте и идите по левому коридору. "	Castle Navan Guard	
144	"Стойте! Проход на эту территорию запрещён указом самого Гэвина Магнуса. Если вы ищете его тронный зал, то от входа идите на север как можно дальше, затем сверните на запад и снова идите как можно дальше, затем поверните на север и попадёте в тронный зал."	"Стойте! Проход на эту территорию запрещён указом самого Гэвина Магнуса. Если вы ищете его тронный зал, то от входа идите на север как можно дальше, затем сверните на запад и снова идите как можно дальше, затем поверните на север и попадёте в тронный зал."	Castle Lambent Guard	
145	"Стойте! Проход здесь для вас запрещён. Если вы ищете тронный зал, то вы должны идти на север от входа в главный зал. Затем идите по маленькому проходу на запад к кораблю. Управляя кораблём при помощи штурвала, сплавьтесь вниз по течению и войдите в дверь."	"Стойте! Проход здесь для вас запрещён. Если вы ищете тронный зал, то вы должны идти на север от входа в главный зал. Затем идите по маленькому проходу на запад к кораблю. Управляя кораблём при помощи штурвала, сплавьтесь вниз по течению и войдите в дверь."	Castle Gloaming Guard	
146	Здравствуйте! Меня зовут Эрик Своррел, я работаю в справочном бюро Школы волшебства.	"Здравствуйте, ещё раз. Чем могу помочь?"	Eric-- School of Sorcery Receptionist	
147	Спасибо, что спасли меня. Пожалуйста, отвезите меня в Эрафию как можно скорее.	Мы почти вернулись в Эрафию? У меня есть срочная информация для Королевы Катерины. 	Loren Steel	
148	"Отличное решение - помочь королю Парсону. Просто проведите меня к Королеве Катерине, а всем остальным займусь я."	"Отличное решение - помочь королю Парсону. Просто проведите меня к Королеве Катерине, а всем остальным займусь я."	Fake Loren Steel	
149	"Стойте! Лорд Мархэм не желает, чтобы посетители разгуливали по его дому. Если вы пришли поговорить с ним, то он в своей комнате - прямо на север от входа. "	"Стойте! Лорд Мархэм не желает, чтобы посетители разгуливали по его дому. Если вы пришли поговорить с ним, то он в своей комнате - прямо на север от входа. "	Markham's House Guard	
150	"Уважаемые лорды, я направлен к вам послами Эрафии и АвЛи, чтобы сообщить о безвременной кончине Судьи Грея. Мы считаем, что причиной стал сердечный приступ. Нет оснований полагать, что это убийство. 

Однако они хотят немедленно поговорить с вами и просят вас срочно вернуться в замок. До назначения преемника Судьи Грея они объявили перемирие. "	"Уважаемые лорды, я направлен к вам послами Эрафии и АвЛи, чтобы сообщить о безвременной кончине Судьи Грея. Мы считаем, что причиной стал сердечный приступ. Нет оснований полагать, что это убийство. 

Однако они хотят немедленно поговорить с вами и просят вас срочно вернуться в замок. До назначения преемника Судьи Грея они объявили перемирие. "		Messenger
151	"О, новые правители Хармондейла! Вас-то я и хотел встретить! "	"О, новые правители Хармондейла! Вас-то я и хотел встретить! "		Withern
152	Спасибо, что помогли вернуть Фонарь Света. Теперь в храме снова можно нормально проводить обряды. 	Спасибо, что помогли вернуть Фонарь Света. Теперь в храме снова можно нормально проводить обряды. 		Withern
153	"А, правители Хармондейла! Может, вы сможете мне помочь?"	"А, правители Хармондейла! Может, вы сможете мне помочь?"		Haldar
154	Спасибо, что помогли вернуть останки Хальдара. 	Спасибо, что помогли вернуть останки Хальдара. 		Haldar
155	"Правители Хармондейла, мне нужна ваша помощь! "	"Правители Хармондейла, мне нужна ваша помощь! "		Davrick
156	Спасибо, что доставили мой перстень и помогли снова наладить моё дело! 	Спасибо, что доставили мой перстень и помогли снова наладить моё дело! 		Davrick
157	"Приветствую вас. Вы, вероятно, правители Хармондейла? Я коллекционирую антиквариат. Может, вы сможете что-нибудь достать для меня?"	"Приветствую вас. Вы, вероятно, правители Хармондейла? Я коллекционирую антиквариат. Может, вы сможете что-нибудь достать для меня?"		Norbert
158	Спасибо, что вы доставили Свирель Парсона, которую послал Лорд Мархэм. С вашей помощью моя коллекция стала полной!	Спасибо, что вы доставили Свирель Парсона, которую послал Лорд Мархэм. С вашей помощью моя коллекция стала полной!		Norbert
159	"Здравствуйте! Если не ошибаюсь, вы - новые правители Хармондейла. Есть ли у вас немного времени, чтобы помочь мне?"	"Здравствуйте ещё раз, лорды. "		Johann
160	Огромное спасибо, что вы привезли мне Волшебную Свирель! У меня самого никогда не хватило бы смелости попасть в чертог под холмом.	Огромное спасибо, что вы привезли мне Волшебную Свирель! У меня самого никогда не хватило бы смелости попасть в чертог под холмом.		Johann
